user_id,How has your drug use changed due to the pandemic?,Why has your drug use changed during the pandemic?
5efbacf3-e336-4353-8767-ab87a0acfa77,I am using more,Boredom
d935cb97-9b4b-4aaa-9bb8-627984ff1d1c,I am using more,Not much else to do 
09473dcd-e57a-475e-a8fa-e9bed574eaac,I am using more,"I enjoy smoking cannabis and playing computer games, spending more time on the games made the smoking more appealing."
ddc982ee-244e-4272-857c-9ec47239817a,I am using more,Because I hadn't had anything for 15 years and over lockdown I had a very small amount.
18a6331a-c930-4c1e-b4b1-f83fe70da1ba,I am using more,It is legal where I live and it is something to do to alleviate boredom
1b595f12-beb7-417e-9a52-c8d9c33346f5,I am using more,Alcohol is my drug and I'm probably having a drink most days with food to try and break up the boredom
4d118352-88e6-4c1d-b6ff-5ee43ef9ec47,I am using more,Stress relief.To escape the daily bad news
f53253f77b9240e98d7e4cc764e5a591,I am using more,"a vague semblence of routine, smoking in the evenings to make the day go a little bit quicker"
9af51977-dd5b-4661-b537-b3f9b5b991bf,I am using more,Bordem
256c687c-e755-44ab-827c-9a8da85c368e,I am using more,"Boredom. I used to only smoke cannabis in the evening to aid sleep, now I notice I'm starting to smoke late afternoon, just because I'm bored."
a17f2be9-d91d-4c77-bc9c-38fd777ad49a,I am using more,Now I'm single
ef054abc-7a1f-44dd-ba9b-ece16ec671da,I am using more,Fewer alternative activities
3096c5d5-da2a-4bb1-a5cc-6234f16b877e,I am using more,To mentally cope with lockdown.
9e79c864-fc8a-43f2-92a3-71d3f4f9c83d,I am using more,Boredom but stopped.now
d6a9acba-79c2-421b-b80a-daf265c4b48d,I am using more,"I was a very occasional smoker of cannabis before, only in group situations where it was being shared. Now I smoke a few times a month."
98ead8a4-ddc0-400f-8e40-a4b9d361a635,I am using more,Cannabis makes everything more interesting and it is impossible to be bored
7d5672e3-fcc4-4901-9c94-5fa6a3e11e0c,I am using more,/
825380799cf64e0489221d762f27f055,I am using more,"boredom and insomnia, depression and anxiety all increased and drug use helped with that"
7dcbc129-8c7e-4827-9f6c-035a9a49efca,I am using more,cannabis for anxiety
79781cdb-c729-4824-a394-107d478f92d7,I am using more,"I enjoy an evening in more if I am smoking. If I am going out to meet people, perhaps they don't share my like for cannabis or it is not the right setting."
6fbf9bf3-1e5a-4fde-98be-6015accde42b,I am using more,boredom
e262433c-094a-4f35-8b6a-0c6689b2185f,I am using more,Boredom 
8862877f-c12e-4680-8b7f-04657ae97cbd,I am using more,More time at home
035a1239-932f-4dc2-9ae8-4ccad6e7be08,I am using more,I'm more bored and frightened when I read the news
b277b233-b4b3-4fe0-9b5c-ec6cd26a67d8,I am using more,Spending more time at home. 
