user_id,How has your drug use changed due to the pandemic?,Why has your drug use changed during the pandemic?
f3ffe510-4274-40d9-9318-42301fe7ae3c,I am using less,don't go out and see my friends
c1417d79-99bb-42d2-aef4-cf4e98895ca1,I am using less,Stopped smoking weed a year ago
e09159e5-e0bd-4b6a-a55a-d3f1585bba8f,I am using less,It stopped well before the pandemic
8458c687-6cbb-400e-82c4-c451b4211364,I am using less,"Usually it's social use, but I can't visit my friends any more"
706f0cf0-730f-4fe5-9801-0205d856c05a,I am using less,I stopped taking drugs long before the pandemic
c89ed29d-f13d-4165-be71-3e8f9de56f97,I am using less,L
1a278b7e-f22a-4351-bcc9-49baa487f7e2,I am using less,I was able to kick the habit. I had been trying on and off for many years - lockdown gave me the time and space to do it properly 
e14acbaf-d1bd-4546-b172-1c3725034fb8,I am using less,stopped several years before the pandemic
e88835e0-23bf-4f9c-9fd6-cb0bcd0053da,I am using less,Take drugs when socialising and this is now limited
62c02a4e480a4f71a5f55bf0fd565d23,I am using less,"I stopped using cannabis in the 1990s. It made little difference in my overall outlook, and random drug tests made its use untenable."
6d48ecc0-a7a2-4494-b673-9c4119b53fb5,I am using less,"Access to dealers has reduced, and I generally use drugs in social situations"
9abf3aa4-ac3c-4008-8e16-2ae49637e8b5,I am using less,Not going out
75ca7999-890e-423b-9e45-08070de7648f,I am using less,"I only take none cannabis drugs when I am having a proper night out with friends, aand with cannabis it's been harder to get hold of as I have to travel into the nearest city and I'm scared of catching covid on public transport "
65a325af-0d47-41a0-a700-70e06dd2e482,I am using less,Not at uni. Less interested in smoking
2ee84833-643b-4196-885c-b3ba42ce402c,I am using less,I havent taken drugs since i was a student (approx 40 years ago) but the question asked if i had taken them which i have in the past. 
643a85fa-2c7d-41e3-b48e-782a6d3065ec,I am using less,I would only do drugs as a social activity and there has been significantly less social activity during the pandemic. I am generally wary of drugs so rarely do them anyway.
7451f2c3-42bc-4043-9ffb-03f8a4737f13,I am using less,"I no longer want to use it, life is too short"
5b440a96-f415-437e-847d-8dd6656767d6,I am using less,Because I want to stop
06ac86a3-0ab8-4ec8-b860-9ca40f177801,I am using less,dont want to 
dcb3489c-ce8b-4ecc-bc65-c2aef4cf16da,I am using less,Place of living and social activities
24584c31-6458-4b71-bad6-4f17733da81e,I am using less,I've come home from uni
33f48aa9-ddf9-4a73-aadc-713dd58155ca,I am using less,Not going out or seeing people
d4033ceb-0b2b-4aae-becc-0f0a36a1ad13,I am using less,no usage
3e2120b7-7fce-4ae0-b033-b72f1f030913,I am using less,health reasons
153bd6d2-379e-44e7-9889-1e0abb6e94a3,I am using less,Less time socialising 
ae8baf2f-627f-4cc2-a587-a1d0af0b29e1,I am using less,I feel like I don't need it
0230935f-ba58-4550-921d-b42866479fe0,I am using less,Finished university
1cd84330-6362-45af-aaf2-0a07b37483fc,I am using less,Notinterested
f1dd1882-be5a-4894-9bde-f2bfda5bece9,I am using less,I did it socially and since we cant socialise the same I havent been doing it
15ff2c1e-477d-4b66-a864-4d10552ea512,I am using less,No need
ddabcace-5fdf-4850-a965-08fbae7e1999,I am using less,"It initially increased because what the frick else was I to do with my time (in retrospect, I could have been doing many, many things other than smoking cannabis but hey ho cannot change the past). Then I went back to my family home for summer and I do not smoke there, so I stopped, plus I had a surgery coming up so I needed to stop anyway. After the surgery I have not been smoking at all (excluding the last week because of the holidays wooo)."
036743d4-e5fa-44dd-b446-8763201a7d32,I am using less,less socializing
caa83ecd-e63f-48fe-925e-51d6f2651b7c,I am using less,Who I'm around
7671a8b7-9358-47e7-8703-1c9a61980366,I am using less,Only take it at events
86831d22-978d-440f-82ed-e5f9613a925b,I am using less,Not felt the need / urge; not been socialising as much as before
59f2e385-a66b-43dc-9f24-414a432f5083,I am using less,"Not felt like it, also concentrating on physical and mental health"
27bee7df-23b4-4de2-a31f-f49debdab462,I am using less,"Got kids, can't socialise and haven't wanted to take drugs on m own at home"
606c6547-414b-4c16-b06e-b29e86641a7f,I am using less,Not going out 
ba149dff-b068-42cc-b790-f05424a93ea2,I am using less,"I haven't don drugs for a number of   years anyway, but if I did do them it was at parties/ on a night out."
76cc9410-4a23-45d8-9bab-99dafb3e560e,I am using less,Less social interaction
92a28ca4-d616-45ec-9b00-0bcb8bc5368b,I am using less,No stag dos
c6892c5b-dfcb-434e-ab6d-6967de5a84ad,I am using less,Not seeing as many people. 
ae52e14a-e5e9-4eca-bdfd-52545af7771e,I am using less,"Healthier lifestyle, not going out, not drinking at all (drinking can lead to drugs later in evening)"
5973dd17-721a-4036-ba62-0db09fc1fde1,I am using less,"Drug use is carried out when on nights out in a nightclub, however due to these being shut there has been no use for taking them. I have been to the pub for drinks but do not recreationally use drugs there. "
4efc2b32-f54e-45c7-b0bb-9e6ca717825b,I am using less,"I was living in America during previous times when I used drugs, in places where it's legal and available. Now in the UK and at home with my family, I have no need or desire to."
c619417f-fcaa-4bc0-ad29-8e1f22b7a83e,I am using less,Lack of situation
6ee12f0b-4cd9-4679-97b8-b459b291308f,I am using less,"I decided to give up consuming marijuana, I sold my PAX device to a friend and am now cutting down on my vaping."
1eabf21329a8421eaeaac49fde0f50e4,I am using less,Not needed
3c7c0d22-b629-4e88-bda8-8b02b76ae2bb,I am using less,Because I haven't felt that my head is in the right place to take the risk of drugs.
893b487d-ef48-44e6-9281-652e1c6418ed,I am using less,"I haven,t used drugs for years"
00615bd0-3f58-414a-a34f-5b71c8dc474e,I am using less,"dont take any, live on my own since wife died so drinking would make me morbid"
cb9f0073-79d3-440c-b054-99f34f11f846,I am using less,less social gatherings
3135b9f4-7853-4eed-b725-c8158fd441fb,I am using less,No parties
70bb93dd-ae0a-4bdf-be9a-77358b3f908d,I am using less,Very rare experience generally. Just not had a social opportunity or desire.
705f229e-d3f5-4d28-a9ec-8df23057e800,I am using less,Not going out 
82689f52-10e5-4129-8e04-b47ede2d35cc,I am using less,I haven’t taken any are recreational drugs for more than 20 years
e08f7e39-213c-48d0-8e0d-a048f4385379,I am using less,No events to use them
3add2206-b27b-4fc6-85b7-2586b2d94dea,I am using less,Lack of access
16d738a7-f1b8-41f1-ae44-25f62411b4ca,I am using less,Less desire to
01a2ce4f-3097-4c4b-b683-7370bb74a3c6,I am using less,Only usually use it on nights out which don't happen anymore.
5de9ed82-97b4-42f1-9fe6-e9074c5098fa,I am using less,No social pressure
d8b1b8c4-2125-45b8-99a4-9e845e3b5619,I am using less,"Would take 1 or 2 ecstasy for raves or festivals, at the most about 4 times  a year.  This year I only went to one socially distanced rave in August and took 1 pill."
6d1d501f-813d-4895-835f-c8eb2becb199,I am using less,N.A.
854ab064-1f3a-4e28-94d8-b92fa7917011,I am using less,Don't bother 
dc8bdc01-f453-4f9f-9454-acc32a4698d2,I am using less,"Less fun. Also trying to be healthier in the pandemic and am older >30, and responsibilities change."
77857793-8c90-43bc-adc7-3e5dde689d12,I am using less,Less social activities
06d108c2-6b5f-4820-865c-c252a5948efb,I am using less,harder to get
60afeab9-ed55-47f8-9fbc-f4241accac36,I am using less,A wake up call to look after my health.
b59c48a9-6595-492a-aeb8-561ccfd29d28,I am using less,I have not taken any drugs for over 20 years 
7f4ccdec-bf74-41f7-9e3e-c904a2087daf,I am using less,It was a social thing and I’ve been reducing over the last 10 years 
71cd1bce-323b-426d-a150-6911acf33871,I am using less,Not going out as much. I did start drinking more at home but then decided to really cut down and not drink at home anymore.
6646baac-f1f9-4945-a21c-1723557f6866,I am using less,Lack of social opportunities
2aa02595-55aa-42b7-b9f9-e466140fc3d8,I am using less,I only use socially and have had very little opportunity 
824176f3-c876-47f1-aa9a-7b6c5c86faa5,I am using less,Living with family  
317936b8-89c6-43d8-81f6-78847d086bc8,I am using less,I separated from my Wife and cleaned myself up. 
85c2dd0b-b592-4188-8392-06449f3a52a6,I am using less,Too busy with other pursuits
29288178-430b-40ba-be3d-0f4b5b1b4b83,I am using less,I’m not going to parties.
b6b367cf-9fc6-4652-8aea-e56135a9828c,I am using less,i was only an occasional experimenter and user and use nothing at all now.
9efb95ec-f8a0-4a8e-9fa3-501952e000c2,I am using less,I stopped many years becore
8d2aaeec-6c83-409b-b396-339a7606d9f9,I am using less,Chose to get healthy. Stopped smoking.
7f49bc7a-c076-44dc-8852-975209506340,I am using less,Because I'm staying at home and not going to festivals or clubbing where I would usually take drugs once or twice a year.
f05bb2f9-4b63-40c0-8668-b3c30fc69201,I am using less,Completely stopped taking them.
499fe8da-3b3d-4cf7-9003-cc71d9d819fe,I am using less,Not as many opportunities to meet with friends and I very rarely use on my own
093f7b76-5747-47c9-8ceb-af871df2a871,I am using less,No parties and no need to.
6497a67d-f2f5-483c-8529-e000777ebf0e,I am using less,"I only take drugs at large events like festivals, birthdays and weddings abs these haven’t happened. Also the low mood which occurs in the days after taking drugs would be amplified due to the pandemic I feel so I have stayed away from drugs. "
2d91c791-1492-47f8-bf57-e2f8522c113d,I am using less,I have toyed with the idea of having a private magic mushroom experience in Holland after the pandemic is over. Personally with my meditation practice I'm now too conscientious to engage with illegal activity in the UK.
67ad9f59-3fd6-4d15-9e5d-d5f3e004ad47,I am using less,"I previously smoked as a treat to relax on an evening every now and then however, I haven't felt the desire to do this during lockdown as often as I am far less active in the day and often want to exercise in the evenings and do other things. This leaves less time and desire to smoke during lockdown. I have also changed occupation from student to working graduate which may have also effected this behaviour as it too has made me less active in the day."
079e1e25-232b-4f03-aa11-e5ea565a01d8,I am using less,I haven't had any drugs in 30 years.
dc9b0971-6a12-42b0-a291-2799e0132699,I am using less,Not socialising
eb131347-9647-4941-b4ca-abf8567d20e9,I am using less,Not wanted
df6a45d2-2003-49a3-b2f2-130ae6d67a0c,I am using less,Not taken drugs for 20 years
fed6c2b4-0735-4a3f-af98-bf3ddbb14a4c,I am using less,-
07970114-1302-4600-90db-0cfe153df77b,I am using less,Not going out
7df906ea-63c3-4890-bf47-ee9f32f7b5fa,I am using less,I dont want to take them anymore
245cf800-6a31-437a-abad-e4597744fb06,I am using less,less socialising
930b6a00-56a8-4400-9278-d11e9132c26c,I am using less,I only used them in a social setting and we haven't been able to socialise
a603e1e6-f3e2-4397-9469-21016f87242d,I am using less,family pressure and the negative effect it has had on my marriage
c4b33954-bc56-4d80-bd1e-aca267500551,I am using less, 
d4d0b666-2d0c-437c-a12f-f93c20d54047,I am using less,Inability to access drugs meant that I no longer need them and have turned to other ways of dealing with stress
c56f6ffc-de8c-49fb-a6a1-798c35e3e286,I am using less,Not effected by the pandemic. Just getting older ;)
23d83f38-3ed2-44db-9bc6-27e42e9b70a6,I am using less,No occasion
c30cc3cd-3fcf-4090-896e-3312dc940fc3,I am using less,Less socialising
711e7f4e-2fe3-424c-8153-8033a3a9f9cb,I am using less,Less social events where I would join in
3bfd9a59-6748-40ab-9a87-49d5de03bf02,I am using less,X
14976f4a-2776-4421-bb98-74f537653043,I am using less,Access to supplies is more difficult and anxiety is increased and so having drugs would be more likely to cause mental issues
9cd0d3eb-fa04-4dfe-8db7-59a6cfc61abc,I am using less,Made a decision to stop using drugs. I rarely did anyway
87ffbe80-eb20-43b5-b14c-3a8809e48e6e,I am using less,not with friends
a5b8134b-9223-4c37-b1d5-c06cd7591aa9,I am using less,I gave up smoking
bcd6e6e6-406a-4bf4-ba0f-717f82253ca5,I am using less,"It is so occasional and I've not had the chance.  Also, you can't safely share a joint."
c17a4975-2635-45cd-99da-c1fbe78be57d,I am using less,No social opportunity
e8fa1240-61b0-473b-9bda-9d2034ad6e37,I am using less,CAn't be bothered
e8fc387e-99b7-4c40-b2db-08c4c7a35f33,I am using less,.
db460a5a-305b-44d4-a821-74fd8f8c8487,I am using less,Haven't used cannabis since 1996
d9deae21-41bb-4ce2-af91-f3f6095100b0,I am using less,Social user but no social meetings 
48d269d5-8277-43cc-8e57-d54398c03590,I am using less,Less reason to & more health conscious 
d1cd6e47-76ea-472b-8405-b160b12a2b12,I am using less,Getting it is harder
523a2b18-2281-4f64-81c6-709fcff3d43e,I am using less,ended
a51670f9-f461-4e12-8d89-1a2581f81d81,I am using less,I was pregnant and outside the UK
785c55c0-6578-4108-a90e-e8c6216c05db,I am using less,Makes me more anxious 
3f7e1dca-38b7-4f71-ad71-36fb4bdf6918,I am using less,I'm not going out
7debe780-b6d0-4d8c-b1b0-7c16a2fe2c7b,I am using less,No socialising
c5c51f7b-febe-4888-bd22-b5ad625aa02b,I am using less,I used to take recreational drugs years ago but have had no access to them for many years
f708f157-43bd-42dd-9429-b4a517dc833e,I am using less,I have less money and am going out less
54b3ccfb-519c-4d9e-ba44-beecf98ed78c,I am using less,Not really taking much but peer pressure and opportunity is diminished
fb38e463-3d58-4991-add4-80122a3a66c8,I am using less,Not going out
109faa22-525f-45a7-9e41-71e33b69137e,I am using less,"Only take recreational drugs during social occasions, there has been fewer social occasions during the pandemic."
338b4bc4-8369-466b-90e8-9e6ed3ec3691,I am using less,Medicinal use to help prevent seizures and stop seizures. Dismissed from job in Sep due to epilepsy. Seizures have decreased since unemployment and in turn reduced need for use of cannabis. 
c56fbbda-0691-4e4d-9a03-d68b895745e5,I am using less,Didn't want to waste the money on it
136e660a-fabf-41f4-a7c9-193d8b217c62,I am using less,Supply
fe8a4429-e522-4ff7-b4ab-7e29af6e0fa9,I am using less,No opportunity. 
e50d7a00-efd7-4e55-83a8-1c6187417b08,I am using less,Living with parents
8cecb006-922f-42ea-ab6c-10473b46222f,I am using less,Not going to parties
7f4a0c49-a0fb-4c86-8110-9516479a5a4f,I am using less,Absence of company after leaving university  
639204b4-ac33-423c-9057-ee496f0c3542,I am using less,Gave up dope years before
fe647c1f-ccdb-4fba-ad90-d447114ba2a9,I am using less,not so available
6361137a-a6e6-4003-b852-3bea269c6b35,I am using less,Chose to stop completely 
c3cae381-818c-4f62-b507-de00655de1a1,I am using less,"I've only ever taken recreational drugs a handful of times, each time when under the influence of alcohol on nights out. I've not been on a night out during the pandemic so not encountered any."
21ad827c-2387-45e1-9573-89da0a31a6eb,I am using less,I haven’t used any for 20 years
b98540ec-f93f-492c-a695-99d5feb1b96a,I am using less,"Whereas I might have had recreational drugs once or twice a year in a normal year, during the pandemic I haven't had any."
d180b66a-10d9-4700-beab-b8295b882906,I am using less,Alot less due to not being able to leave my house if needed
b80e4060-c099-4e01-a2eb-6b7b7b585055,I am using less,Only took occasional drugs in late teens / early 20s
9e456b25-9b8d-4e15-9407-24469177f6fd,I am using less,"N/A I stopped smoking cannabis years ago, but didn't realize the question was asking about immediately before the pandemic"
bf999776-9e7c-400c-989c-7ddf54039734,I am using less,"Less opportunity, less socialisation. "
dc0ef2d2-03e4-4dfa-a867-e50b850eff4a,I am using less,not interested in taking anything when I'm at home.
c9fac2e3-87cf-4e17-9349-66270a59f4d9,I am using less,Not going out
cde6a6c5-d08d-4f5f-8eb7-d98e7c6c4495,I am using less,No contact with people who have drugs
dd257be9-7e75-40d4-8b82-302a4848c190,I am using less,I see other people less
f68ce75d-85df-495f-8432-490428815ee9,I am using less,No idea
279ac343-eddc-4e87-b6b2-350d95606f0b,I am using less,"There are less social occasions to do so. Also, spending time alone has made me confront – and deal with – things I don't like about myself.  "
e022403f-5070-47fc-b03c-c9d91622797c,I am using less,haven't used drugs since University days
ffe6f20a-428a-41d2-9d5a-91bc5d49c45a,I am using less,"Less likely to be with big group of firends, therefore less likely to be around drugs, which I never buy myself."
62d8587e-42db-42cd-a6fb-c2168ad9a560,I am using less,"Less travel and less social gatherings, therefore less drug use"
7d42fefa-75ec-48b0-9370-ab77e9de598b,I am using less,I have not used drugs in 2-3 years.
aab43191-7d03-4420-bc27-3d7d6415cd31,I am using less,"Not enough opportunities to use it (less parties, less events/festivals)"
2951a2d2-af22-49e0-a980-d25851eb7891,I am using less,Less social activity
d5c962ed-fdc0-4f0b-8dfc-ae30b28dd526,I am using less,Less people to smoke with
6c22f907-b885-4864-ad3f-3510923c882d,I am using less,Because I don‘t do recreational drugs when I am anxious or when things are not going all right or as they should. I get paranoid so I don’t take them.
906e7cab-994a-4615-b557-0d4c12444693,I am using less,I'm not going anywhere!
d1bdbb50-edcc-43a0-abc7-ab95396f950c,I am using less,Met my wife and have been teetotal since
0d342ac9-3e53-41a9-ac22-d447edfb3d0c,I am using less,I AM NOT ANSWERING ALL OF THESE QUESTIONS YOU NEED TO SORT OUT YOUR SODDING QUIZ
ff89cd88-e537-4eda-bc59-151252b3bdbb,I am using less,Dont meet people
123ac34b-125e-4bbf-b159-8a5cf282c8dd,I am using less,Context of socialising is restricted and shared social space with others is part of recreational drug taking for me. 
6bcaeeee-286b-43f9-9126-228b2ff8a379,I am using less,I only ever take recreational drugs in  appropriate  social situations (e.g. at a party where others are smoking cannabis). These scenarios have all disappeared because of the pandemic. I don't have any desire to take any of these things otherwise.
4dbde362-0fd8-4dcb-9f68-8baf2789692b,I am using less,No social element to it anymore as it is hard to see people
13df4d48-82ce-498c-acef-750664652031,I am using less,I have not taken any for 25 years
f2a488ff-2d66-496a-9bb8-2b727266ddbf,I am using less,Less social recreation due to social distancing and the shut down of the hospitality/entertainment industry
b21b8f51-666f-4f27-b5a9-fbd44cfe29f7,I am using less,I have not been using recreational drugs for at least three years 
2c4fd31e464f4089a35c31827fc65f7c,I am using less,I have an addiction problem with drugs and alcohol and have been abstinent for 19 months apart from a one day lapse in lockdown due to extreme suicidal thoughts and hopelessness. 
60c1acab-950f-43b7-935b-8f6ed5abdc65,I am using less,i took drugs many years ago
73e73afd-ea51-4d0d-b7e1-2865d4c2c573,I am using less,Usually used alongside going out
1e8a7939-4078-4973-b525-12b9d8d92ada,I am using less,No socialising
50915725-57df-4504-809a-aec1dac722fd,I am using less,It was recreational years ago while I was younger and childless
e0101cdb-1157-4f88-ad4e-91cb0c2ff365,I am using less,It hasn't. I used to take drugs in my 20s. I'm now in 40s but your questionnaire doesn't seem to account for that 
99d38f83-f5fc-4027-99c5-e4e6870ed7a3,I am using less,grown up
34dd00c1-f0dd-485e-925b-ccc1f7c0dfa6,I am using less,Lockdown 
11b53407-438f-49b9-b30e-a27147f1e0ab,I am using less,Recreational use 15+ years ago.  Not done anything for years
cf869f1a-1ed7-49e5-97ad-6d54c49d2a3d,I am using less,Would smoke weed with friends
d9c1bd50-42e6-4a9b-bf6b-ea0f8020c7cb,I am using less,"Fewer social occasions, night out, parties, gigs etc."
c047d201-1008-4339-be64-654b58ef2f21,I am using less,I have no need or desire to use drugs
31488722-3e2a-4527-85dd-1e8de283147b,I am using less,"It was only on rare occasions before the pandemic, and those were more social - with less social group interaction I'm not using it as frequently as I might (not that it was frequent use anyway). "
9209be45-ec36-4b80-bd89-d1ea1d0cac0d,I am using less,I just didn't want to smoke it anymore 
6a0d33df-f340-4f5a-94ee-45191522b7f2,I am using less,Don't go out during pandemic and mostly use on nights out
83cf04d6-d54b-4840-87d1-fe9d541269d6,I am using less,Only smoke with friends
ec025e9d-a120-48ab-b324-5236752d9f35,I am using less,I use cannabis to help me sleep and also to relieve the anxiety at the end of the day.
7cbd4e89-a102-4cb0-a674-b903b70ecad8,I am using less,"Because it involves tobacco, which I want to stop using."
e5612496-aa16-44c6-8571-bd536b880fce,I am using less,Caring for relative 
82007b2f-e9bf-4858-973f-5e481f1a9bb9,I am using less,I stopped some years ago so really there has been no change related to the pandemic
5febfa33-a43c-477d-98c2-d260dff7ff60,I am using less,Because it's enough.
85b56f08-4016-4f66-89ef-73e5d89a90bd,I am using less,No parties or meeting up with friends
e369d70f-2f26-454e-b291-c703a85578f6,I am using less,Because I have not taken drugs since as I was 25 years old. I am now 66 years old and that question was not covered. 
8795cc40-059b-4e0c-a72e-f5f5ac2836c1,I am using less,I intentionally cut down as I knew it would be a problem if I did it while in lockdown as I was bored all the time.
2d1badfc-b555-4aeb-aedf-a60feb043d87,I am using less,no social
f96e12fb-df05-4ace-b8d8-0b76187a5f52,I am using less,less appropriate opportunities
8dffbbfc-f742-43c2-90ec-1ed2de54204b,I am using less,Choice
e733ab81-f567-4aa2-b296-8200f74dff30,I am using less,"Social hard drug user, lack of social events means limited to cannabis "
e8f4f475-dc8c-401a-9a7c-09f14968141c,I am using less,No festivals
dec33cde-0e36-437a-90e2-ee3f59fe6098,I am using less,"No peers, no inclination."
f558f00c-c316-4745-ba79-e1c08decfc37,I am using less,It wasn't very often before and with friends at parties when it did happen. Fewer parties since lockdown.
c2360a9a-d972-4a0e-94f3-4fb9fa7a5a10,I am using less,Not interested
e73ffb89-97eb-4abb-b765-610c4a3a0da0,I am using less,Fewer social events 
3efaa233-14c6-4bc2-81b1-edab53e68b65,I am using less,"Previous usage was in a University environment, it has been a few years prior the pandemic that I had stopped and a continuation of non-usage during this year."
19284cf9-b125-4866-bebb-fa2fc89a2f0c,I am using less,Drug use was only associated with social events 
ee245f4f-e3b6-4751-9dd4-615460100ce9,I am using less,"Using recreational drugs far less as not going out and not seeing friends, increase in cannabis use as sat around the house with nothing else to do "
de19bbcd-8849-48d4-ae35-548ef4664ecf,I am using less,I gave up drinking alcohol in November 2019. This stopped my drug use.
c33d42eb-6892-46b3-b784-0ef6d3fb91c2,I am using less,Social use only.
0f94e768-aa61-4ca1-a7b0-2a52304b0d7e,I am using less,"I am unable to get hold of cannabis with social distancing measures, and would rather not have any than risk spreading COVID19"
f47f1a63-2fd7-48c2-8a23-a912101aae41,I am using less,"I never buy cannabis, it's only something I've consumed circumstantially with friends "
375c9b42-d88b-4f0c-a062-b88dcd0682e8,I am using less,"I moved to the UAE as the pandemic started.  That aside, I doubt the pandemic would have changed much here if I had stayed in the UK, other than opportunity."
d029d628-9588-4c01-be3c-caf55d9a58e3,I am using less,"My relationship ended, and he was the one who smoked a lot. I only did it because he had access to it and give t it all ready. "
1b50a778-c6e9-430e-9607-a3aed8f5c2e2,I am using less,"I'm home more, there's no one around me using drugs tempting me"
3486e5c2-3f13-4123-9aea-bd93b8b4b888,I am using less,Only experimental use.
9e765451-6b5d-42e8-92df-cdcf7cda9f12,I am using less,"No access to sellers, no access to social occasions where I would take them"
1d9f1e811ff141cf93de589e44039898,I am using less,Less social activity
2aa6244b-f251-47e8-be1e-06cb6034007f,I am using less,"I quit using recreationally (at a rave, or festival) prior to the pandemic.   But the pandemic encouraged me to go on a health kick, so i am consuming more water, replaced cigarettes with an e-cigaratte and am running/jogging more often."
d8ab643b-4721-4977-b338-72540260abe9,I am using less,No social events
ba035111-407b-455f-881a-65074f5fbc24,I am using less,Gave up some years ago
855b6303-71b5-4550-ad51-2459bb480a7e,I am using less,"Unrelated to the pandemic I think. Besides, I have only ever smoked weed half a dozen times."
48653b69-31a9-40a5-bce6-f0a0bebba41c,I am using less,lack of availability
da52dbcc-d671-4750-88bb-a9b5d55543a2,I am using less,Not seeing friends 
e4e7fb9a-3d3e-4d8a-83a4-9a8eb93b588a,I am using less,I had quit before the pandemic
d93bd06d-36df-4b53-914a-b8234930e6a3,I am using less,Not going out
1391b6cd-6e0c-4e94-8de5-724a1da6dcf4,I am using less,dont use it anymore
b6a5dc5a-7c9e-4ba6-9c46-3eb813e8ef0f,I am using less,Because i only ever took drugs when i went on a night out or was hanging out with my friends on a night out.
e0d5b295-7dba-4fd1-9304-c0bfb8044f77,I am using less,Not used any recreational drugs since my 20s (now 68)
4052a735-7435-4768-a2a1-fc9388006a86,I am using less,Absence of opportunity or availability 
5c53fdf6-0d0a-4672-ab67-2bab94c4a448,I am using less,Less social interaction
d40d3cad-52ac-48c5-be2f-99da8cc013e2,I am using less,Use was always only very rarely except many years ago
f547fa37-fde5-4f22-821b-b039701589e8,I am using less,Stopped long time ago
965eed7b-dace-4eda-beb1-c1e46b73067b,I am using less,It has not. I have not used recreational drugs for more than two years.
4de57c67-6873-4093-84d4-f09b1529dccf,I am using less,Not around friends as much
3d5bd309-c7cd-4489-ad05-d6ab103650a1,I am using less,I was using medical cannibas and I  moved so I lost my medical card.
f40c7f0a-a3e4-49a0-9ff9-a377d54b57ea,I am using less,"I use it very infrequently with a specific person, I have seen him less during the pandemic."
bc17161c55944cc88102bca76391d816,I am using less,Had some cannabis left over and used it up. Not related to pandemic.
471a363f-c405-4a26-925a-b79963ab3255,I am using less,less events/nights out to go to 
7a84031c-39e1-4ebf-ab9b-21a680da4c89,I am using less,No requirement
006e4fa0-0679-4410-9aaf-0acb1609d98f,I am using less,Access and fewer social situation that would have ledt too it
cd21289c-d06b-4f3e-9393-513761648279,I am using less,"As a very occasional cannabis user, and extremely occasional (once every few years) LSD and Magic Mushroom user, I just haven't been in suitable social situations during the pandemic except for once at the funeral of a very cannabis centred friend"
6ffd57fd-9a25-4cff-b40e-da13a55acf55,I am using less,"I don't pay ever, so I have less access to friends who'd offer a joint."
adb8b28f-9140-4391-a3e8-0dd0c6fe281d,I am using less,Only ever tried drugs once or twice in my life and do not intend to use it again. 
c364afed-3312-4e1e-95d5-95804c49ede5,I am using less,The question is misleading. I used recreational drugs in my teens/early 20s but the responses are assuming drug use just prior to pandemic.
52dc31bb-64d1-493c-841f-4d11bbf637c5,I am using less,weight loss has led to reduced pain used as chronic pain sufferer
5a80b835-5afb-4d65-965a-981058b9a77f,I am using less,Expensive 
e105126d-14d4-45fc-a5e0-13ee50f5f62e,I am using less,I only did it because friends were doing it. I don't see those friends in person anymore so I stopped
6abb3818-6e94-45ca-991e-b9aa67141031,I am using less,"Less social opportunities, also I have grown up a bit"
fa2dbaba-d734-4b92-8060-d74b9fe982b9,I am using less,less going out and seeing friends
aaac53d0-7d1c-4757-8a16-140c15ef212f,I am using less,Boredom and there are fewer social occasions to enjoy them.
50753be2-dcdd-4969-81b2-44738c5b9ebf,I am using less,Not been with friends
a69226d4-59a2-4b09-95da-a560fd1abc13,I am using less,Good question! I found a companion
b054d175bb8847c3bc259efc0bc70198,I am using less,i had a bad reaction to weed and spending lots of time alone helped me stop doing others
4f2e941d-90e1-46c4-ba15-9e8883de0961,I am using less,No way to get hold of any :)
7427e215-0271-4f1f-8bd0-31b535cec468,I am using less,I use cannabis for pain relief. I have lupus and often travelling to work during cold weather gave pain. Now I’m mostly indoors and have no need to go out in the cood
e2a7275e-8a3f-4b77-9e7c-17ece58d59f8,I am using less,No parties
1beaab57-d30f-4005-a87e-e35c113ae8ac,I am using less,Usually taken in a social situation (e.g. cocaine in a pub) - would not do at home on my own
d7142b89-b4ba-41ed-b2a2-e49873f9474f,I am using less,MONEY
c1b67e87-52c5-44ac-838e-6dd5c349abc4,I am using less,Because I am no longer going to night clubs.
4aaeb45d-23e4-4db9-854e-21bd29f18e40,I am using less,Less social opportunity
e9ac2b48-b29b-407c-a635-7b34825a38a6,I am using less,I quit smoking and drinking. It has been years since I used any recreational drugs.
acd6ab7a-c07b-4afc-bfe8-06db9321949a,I am using less,.
14eea43a-487e-4a92-a7b2-f14982100fc2,I am using less,"Not wanted to use, unhealthy "
e5ea4734-9dab-45e2-ba43-517060f06e1e,I am using less,N
a1f9daf3-3011-427c-9862-03b0ecaefb05,I am using less,bored  with drug use
01bc6c2c-6165-4b32-bc30-49c815ac15bf,I am using less,I am not with my friends who also take recreational drugs
fb3fcbb5-7055-4c32-ba58-87afd3d2c1fe,I am using less,Change from living alone to moving home with parents
208099cf-92e9-4904-98ea-338aae2b7f26,I am using less,I hardly ever used before and I don't use now
21cf1b72-da54-41b2-9ec9-ace6aae498ba,I am using less,Moved house 
af8592f0-1eae-4a7c-8fbb-afb1a79aa5f9,I am using less,Not as many opportunities to go out
de19589fea76489bb98384cedfe7e2fd,I am using less,dont live in london anymore and socialising in the setting where i would
35c15121-ed90-4030-83b3-bd25dffab67a,I am using less,"I normally smoke weed with my friends, but since we can not really hang out anymore, we don't smoke that much (as we usually smoke weed together and have laughs)"
e40b2c5e-05e2-419f-82a6-b8cc4a42761e,I am using less,"Not as much pain, not travelling any more, less anxiety"
42b8b9e2-6064-42ba-a237-a9248221666e,I am using less,no friends to do it with during lockdown
