user_id,Sex,Education,Age,Handedness,Residence,Ethnicity,Occupation,Salary,Residence (County)
1f844b8418c64aa8b8bac62cf2e37386,Male,02_Degree,44.0,Right handed,United Kingdom,American Hispanic,Worker,,
1f844b8418c64aa8b8bac62cf2e37386,Male,01_School,44.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
487aabfac5344e2791a5d392c5bff1a7,Male,02_Degree,38.0,Left handed,United Kingdom,White,Worker,,
9843c0da75954f55a37faaf1f65f0ba8,Male,02_Degree,34.0,Right handed,United Kingdom,White,Worker,,
8db93227815e44f38da7151b0e57179b,Male,02_Degree,35.0,Left handed,United Kingdom,White,Worker,,
1eb4c086263446dea88bc8341eb67833,Male,01_School,64.0,Right handed,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,
9de905b1b96f473b9aac79283bf9c75e,Male,02_Degree,56.0,Left handed,United Kingdom,White,Worker,£20-30K,West Midlands
ce7c27a40c464f45813595e8a5710d98,Female,01_School,41.0,Right handed,United Kingdom,White,Worker,£10-20K,Merseyside
9ce6b6186c42480db17d12defdebdad1,Female,00_preGCSE,58.0,Right handed,United Kingdom,White,Worker,£0-10K,Derbyshire
6f0354c1f391420bb9872cc30a8f5406,Male,02_Degree,46.0,Left handed,United Kingdom,White,Worker,£30-40K,Norfolk
e9632a2beb584e289ee90a3c5fba6e98,Male,02_Degree,55.0,Right handed,United Kingdom,White,Retired,,
7c852506ca104960ad9ea5b94f870adc,Female,01_School,71.0,Right handed,United Kingdom,White,Retired,,
0f75e9eac39241378c04272f630da071,Female,02_Degree,59.0,Right handed,United Kingdom,White,Worker,,
61048571ef484ff7b3dec5921178b08a,Female,01_School,53.0,Right handed,United Kingdom,White,Worker,£20-30K,Hampshire
084dc163254c4ddcac4ad7be9be0bbc5,Female,01_School,50.0,Right handed,United Kingdom,White,Worker,£20-30K,Essex
8b3d744327564e94a72f6512d4e93b2f,Male,01_School,71.0,Right handed,United Kingdom,White,Retired,,
0828cae68a894194be0513d839a3e117,Male,02_Degree,60.0,Right handed,United Kingdom,American Hispanic,Unemployed/Looking for work,,Hertfordshire
373d9d85dae64fc2ba53ff038be75332,Female,,15.0,Right handed,United Kingdom,White,,,
c662e5737e5443c3b9105ee4f7d747e3,Male,01_School,17.0,Right handed,United Kingdom,Asian or Asian British,Student,,West Midlands
2c92fa00-b982-4d27-827f-6b06768d085d,Male,02_Degree,55.0,Right handed,United Kingdom,Asian or Asian British,Worker,£70-80K,Oxfordshire
87e8db2ef1d34fccbdf182aa14ab087e,Female,02_Degree,47.0,Left handed,Australia,White,Worker,£20-30K,Not in the UK
580ef5cd52924c16a1e278aea2a903b4,Male,02_Degree,32.0,Right handed,United Kingdom,Asian or Asian British,Worker,£40-50K,Hertfordshire
78e64cd58d784e14ad8e441b9df53e9f,Female,01_School,60.0,Right handed,United Kingdom,White,Retired,,Merseyside
91227b2f08244cb2a537391e5461d69e,Male,01_School,49.0,Right handed,United Kingdom,White,Worker,£40-50K,Staffordshire
b4b6ddffb0d9496798fe8cf061242ec0,,02_Degree,53.0,Right handed,United Kingdom,White,Worker,,
8156cdb972264da98c44482ae60f014c,Male,02_Degree,41.0,Right handed,United Kingdom,White,Worker,,
a9bd42c1510f4566be341c4a3b69c561,Female,02_Degree,72.0,Right handed,United Kingdom,White,Retired,,
a9bd42c1510f4566be341c4a3b69c561,Female,01_School,72.0,Right handed,United Kingdom,Asian or Asian British,Retired,,
b33d4975-9d84-4c95-a4fd-a3287a00c950,Female,02_Degree,49.0,Right handed,Australia,White,Worker,£50-60K,Not in the UK
b0ed7f2d-eb10-44e8-8930-a8ee87e164da,Male,01_School,36.0,Right handed,South Africa,"Black, Black British, Caribbean or African",Worker,£30-40K,Not in the UK
62acb6e8e76945329779cebb9e4187f4,Female,02_Degree,45.0,Right handed,United Kingdom,Asian or Asian British,Worker,£50-60K,West Yorkshire
522f5f90186a49c39b09e655b913e81c,Male,03_PhD,32.0,Right handed,United Kingdom,White,Unemployed/Looking for work,,West Midlands
df368efa9b3c48e89d10c88f3484631d,Male,01_School,45.0,Left handed,United Kingdom,White,Worker,,
8edc55d835b243e6a72f28727049198b,Female,02_Degree,64.0,Right handed,United Kingdom,White,Retired,,
f96a4357ec504831b201e65fe445dbeb,Male,01_School,58.0,Right handed,United Kingdom,White,Worker,,
26aeccc4-bc52-48df-975d-a373c7776431,Male,02_Degree,41.0,Right handed,United Kingdom,White,Student,,
8298d975fcd2480a92d99c0f861ecdf4,Female,01_School,21.0,Right handed,United Kingdom,White,Student,,
c078ce1b18df44db9627b79b4645bb6a,Female,02_Degree,70.0,Right handed,United Kingdom,White,Retired,,London
919d1dea8ec1470a8f0d404f044234d9,Female,,13.0,Right handed,United Kingdom,Asian or Asian British,,,Somerset
13dccae352494e24aa4f664969ac9bb7,Female,,6.0,Right handed,United Kingdom,Asian or Asian British,,,
942e763fef194d29bdcd384c9b073901,Male,,15.0,Right handed,United Kingdom,White,,,
3a13cada4cce4c5e8c40b073dd0de5c2,Female,02_Degree,30.0,Right handed,United Kingdom,White,Worker,£40-50K,Wiltshire
6d86be64-3104-4e8f-a30b-fe4e319954ac,Male,01_School,44.0,Right handed,United Kingdom,White,Worker,,
7433c9278d9e4422af31e178284e63fe,Male,02_Degree,71.0,Right handed,United Kingdom,White,Retired,,Kent
fa64b8f6-8d62-4daa-b981-7cc844cc833e,Male,01_School,54.0,Right handed,United Kingdom,White,Worker,,
ecbc3d8c85df4f419241ad9ded358232,Male,,1.0,Right handed,United States,White,,,
b097a594-d0de-47a2-b34f-413d9dbc8cdd,Male,02_Degree,31.0,Right handed,United Kingdom,Asian or Asian British,Worker,£70-80K,Greater London
f5e208b0cca44a8fa8de901bacbd0dca,Male,01_School,45.0,Right handed,United Kingdom,White,Worker,,
52ee3986fadc44509658dcf7fd20d73b,Female,01_School,61.0,Left handed,United Kingdom,American Hispanic,Worker,,
6e91fba88f1e42ba811840399e7f9e34,Male,02_Degree,51.0,Right handed,United Kingdom,White,Worker,,
149f6f05cc4b447895cd304c669f51f5,Female,02_Degree,50.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,,
149f6f05cc4b447895cd304c669f51f5,Female,01_School,50.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
10703bcc31494f5c962f6355ea007af7,Male,02_Degree,34.0,Right handed,United Kingdom,White,Worker,,
c0a2d8f112e64190a27a5ad403b57342,Male,01_School,32.0,Right handed,United Kingdom,American Hispanic,Worker,,
ce1b0acd3b1642259696f4e216f6ffaa,Female,03_PhD,34.0,Right handed,Germany,White,Worker,£30-40K,Not in the UK
7181a7daee7d4187a8a1e43c69c1565a,Male,01_School,47.0,Right handed,United Kingdom,White,Worker,£10-20K,West Midlands
96931a5fef4c4040ab6e144d999aaf87,Male,02_Degree,57.0,Ambidextrous,United Kingdom,White,Worker,prefer not to say,Suffolk
96931a5fef4c4040ab6e144d999aaf87,Male,01_School,57.0,Ambidextrous,United Kingdom,Asian or Asian British,Worker,,
b779fbed087f441a9056dd97bb71713b,Female,01_School,50.0,Right handed,United Kingdom,White,Worker,£20-30K,Cumbria
6049d20d96fc4fdcb3fd36f5e900a956,Male,02_Degree,62.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,£90-100K,Kent
a2776ad8-1ee3-40d3-89b8-2834a2ab5f64,Female,02_Degree,43.0,Right handed,United Kingdom,White,Worker,£90-100K,Hertfordshire
53b0f112d91246b88032081da8b8b2fe,Male,00_preGCSE,72.0,Right handed,United Kingdom,White,Retired,,Kent
53b0f112d91246b88032081da8b8b2fe,Male,01_School,72.0,Right handed,United Kingdom,Asian or Asian British,Retired,,
943ce0f5889e4321aa881a7163125f42,Male,01_School,21.0,Right handed,Estonia,White,Worker,,
c7bd8d1fc25e428983571fe81d09537f,Male,02_Degree,30.0,Right handed,United Kingdom,White,Worker,£30-40K,Northumberland
756665679e394c778955358e30359121,Female,00_preGCSE,66.0,Left handed,United Kingdom,White,Retired,,
791675d0d0e14fba937b89d9c8762081,Female,02_Degree,30.0,Right handed,United Kingdom,White,Worker,,
cb43c2dbb8714bac9d820b5d00624c90,Female,02_Degree,35.0,Right handed,United Kingdom,White,Worker,£30-40K,West Berkshire
f83db216bfee492e9872e54bf151e632,Male,02_Degree,68.0,Right handed,United Kingdom,White,Retired,,
776896c9-f2e7-4188-850c-3fecb1759f68,Male,02_Degree,31.0,Right handed,United Kingdom,White,Worker,£20-30K,Cornwall
a61f752b5d7f4c61bf4a724ea703e23e,Female,02_Degree,60.0,Right handed,United Kingdom,White,Worker,,
b0afdc8d398344a990a02398662b93ad,Male,03_PhD,59.0,Right handed,United Kingdom,White,Retired,,West Sussex
19bd50ad-f449-454a-afde-0a0d8cd671da,Female,02_Degree,55.0,Right handed,United Kingdom,White,Worker,,
f205c17af72546868e46a100bccab0d2,Female,02_Degree,40.0,Right handed,United Kingdom,White,Worker,,
3c34be8a-5589-44ec-b9b3-0f815db7974a,Male,01_School,49.0,Right handed,United Kingdom,White,Worker,,
91be5258-bd07-4db5-bd6f-2c10c8b3a516,Male,02_Degree,59.0,Right handed,China,Asian or Asian British,Worker,>100K,Not in the UK
71c55e4cbc3a4b6aa2a242f94f422e3e,Male,02_Degree,59.0,Right handed,United Kingdom,White,Unknown,,Surrey
e87e6fce42ac473b86b334a2d0d0c4bb,Female,01_School,32.0,Right handed,United Kingdom,White,Worker,£40-50K,East Lothian
78199294a3d94523b2764e81fffabfa8,Female,01_School,53.0,Right handed,United Kingdom,White,Retired,,
e00c44bc108a4d35bbf83205f8ac5f37,Male,01_School,57.0,Right handed,United Kingdom,White,Worker,£20-30K,Gloucestershire
987ea361-b1f9-4ad0-9baf-947a23db4c1b,Female,01_School,16.0,Right handed,United Kingdom,White,Student,,
b3f95df0362e401a92a4cd0e79ee4b65,Other,01_School,39.0,Right handed,United Kingdom,Unknown,Homemaker,,Gloucestershire
052eb783482e4c9ab30e5631dd4832ea,Female,02_Degree,70.0,Right handed,United Kingdom,White,Retired,,
8f41d5e3b05e4a57bfaeca99dbb04ea1,Male,02_Degree,57.0,Right handed,United Kingdom,White,Worker,>100K,London
715998f30cee4f328a3138ab1829bd7f,Male,01_School,54.0,Right handed,Japan,White,Worker,£10-20K,Not in the UK
dac02d64011f4dc1b2cbbaf1c88c329e,Male,01_School,35.0,Left handed,United Kingdom,White,Worker,,
fd6b7517ab0643ff951a428647a24756,Male,00_preGCSE,41.0,Right handed,United Kingdom,White,Worker,£10-20K,Kent
b3692f6e30d64569910ab6715ba362d4,Male,02_Degree,56.0,Right handed,United Kingdom,White,Worker,,
f882b26c818541ecb19168d7e5ce3a9a,Female,02_Degree,53.0,Right handed,United Kingdom,White,Worker,,
303dcf84-2d54-45c5-993f-6a7ad7570468,Male,01_School,37.0,Right handed,United Kingdom,White,Worker,£20-30K,Tyne and Wear
5f40d768-4ca2-41b5-8be9-0ce80d7ca0d7,Male,01_School,23.0,Right handed,United Kingdom,White,Worker,,
3c14c78c7c324d84b86d8791d03f0f95,Male,02_Degree,48.0,Right handed,United Kingdom,White,Worker,,
e125c0d7999e41ff8d396dcad17dc2ae,Female,00_preGCSE,48.0,Right handed,United Kingdom,White,Worker,£40-50K,Not in the UK
6f7bfe6a3c464908b30c65719b87c592,Female,02_Degree,52.0,Right handed,United Kingdom,White,Worker,£80-90K,Somerset
a9209219897d49dabf77dba2b07cdbd2,Female,02_Degree,50.0,Right handed,United Kingdom,White,Worker,,
7af782f1-30f9-4c00-9eeb-7dcbafcd41ab,Other,02_Degree,29.0,Right handed,United Kingdom,Unknown,Unemployed/Looking for work,,
5fb80cab6abf4ca7a683ae4c97ef8b0f,Female,02_Degree,56.0,Left handed,United Kingdom,White,Worker,,
0c21513f28eb4cd29359b0447306eaaf,Male,02_Degree,41.0,Right handed,United Kingdom,White,Worker,£20-30K,Shropshire
38f18167eaf5491d8541f92c530b41e6,Male,02_Degree,33.0,Right handed,United Kingdom,White,Worker,,
de6dff1e98224395adc137942d550a04,Male,02_Degree,60.0,Right handed,Germany,White,Unemployed/Looking for work,,
82d61b92b0d245029f0c1e5988b6c2ae,Male,01_School,42.0,Right handed,United Kingdom,White,Worker,£60-70K,West Berkshire
a2244b71fb2d4571ae6e4ed0113174d9,Female,02_Degree,24.0,Right handed,United Kingdom,White,Worker,£30-40K,London
38bdf9e2-fd32-4c0d-a5db-924635de27dc,Female,01_School,58.0,Right handed,United Kingdom,White,Worker,£20-30K,Northumberland
ead0f890fad9495fa753ff65d53bdb0f,Female,02_Degree,62.0,Right handed,United Kingdom,White,Retired,,Essex
50821a09-b7e4-4937-82fc-f77700f4ac10,Male,01_School,54.0,Right handed,United Kingdom,White,Worker,£30-40K,Surrey
a8e3a14d457044c5ac31703e239decf2,Male,02_Degree,55.0,Right handed,United Kingdom,White,Retired,,
0d64424432424d48a61fbc275fe84970,Female,01_School,50.0,Right handed,United Kingdom,White,Worker,£10-20K,Surrey
f04f2d9bd54d47e887b29835e1b5cdb2,Male,02_Degree,35.0,Right handed,United Kingdom,White,Worker,£50-60K,Northamptonshire
204198fefd294032a6cb73d831df05b8,Female,01_School,45.0,Right handed,United Kingdom,White,Worker,,
13877ac9454c46d08cbe6795d71350a9,Female,02_Degree,31.0,Right handed,United Kingdom,White,Worker,£30-40K,Warwickshire
822c7b92-6841-4001-818a-1a18048b3ad1,Male,01_School,57.0,Right handed,United Kingdom,White,Worker,prefer not to say,West Sussex
98b0647da9924de491aa26c57e1660d0,Male,02_Degree,64.0,Left handed,United Kingdom,White,Retired,,
79799b913e3742d881fc64293f66f85e,Male,02_Degree,52.0,Right handed,United Kingdom,White,Worker,£0-10K,Merseyside
2de5d1fa7dad4a0a9a155fc2b82f48af,Male,02_Degree,63.0,Right handed,United Kingdom,White,Retired,,Devon
a8f2ff4ed20249b7a3ee546e35cb307d,Male,02_Degree,57.0,Right handed,United Kingdom,White,Retired,,
83346fdd2b704a25b4530f159aff926d,Male,02_Degree,44.0,Right handed,United Kingdom,Asian or Asian British,Worker,£70-80K,Leicestershire
f4e7df72-3b19-42c9-8fab-319fe5bf9bd9,Male,02_Degree,45.0,Left handed,United Kingdom,White,Worker,,
19ecd726ae77482a998f35c69f13fe5b,Female,01_School,60.0,Right handed,United Kingdom,White,Worker,£10-20K,Hampshire
d8e84200e65642bf95a7284d3df7cdf2,Female,02_Degree,36.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,>100K,London
5597a37e6e6441cabced967f1132f9f4,Male,02_Degree,30.0,Right handed,Nigeria,"Black, Black British, Caribbean or African",Unemployed/Looking for work,,
af38225c488b4dc8ab324d7ac74c8f52,Male,02_Degree,50.0,Right handed,United Kingdom,White,Worker,£20-30K,Greater Manchester
112c605395114805ba34239b9d3dd2a2,Male,02_Degree,36.0,Right handed,United Kingdom,White,Worker,£60-70K,Wiltshire
3320fc366f8949c7b4b43187afb2c0c7,Female,02_Degree,50.0,Right handed,United Kingdom,White,Worker,£20-30K,Devon
c0707097-3b52-469b-ad5f-94f05943f046,Female,01_School,36.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,£30-40K,Surrey
4266840793ab49b58378f58a4e816191,Other,01_School,44.0,Right handed,United Kingdom,White,Worker,,
4266840793ab49b58378f58a4e816191,Other,01_School,44.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
43c14140-acfc-4bb9-93e2-85d903dae873,Male,02_Degree,54.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
4349bb7edbc0447d824ece525b840b37,Female,02_Degree,29.0,Right handed,United Kingdom,White,Worker,,
39ea6955-bf4a-491e-952e-c8a37096bc64,Female,01_School,42.0,Right handed,United Kingdom,White,Worker,£50-60K,Warwickshire
fe1c37bbc6fe46e085fe8a2ef3c55890,Male,02_Degree,69.0,Left handed,United Kingdom,White,Retired,,Suffolk
545abcf1d2d14f909affcd042b45b67f,Male,02_Degree,59.0,Right handed,United Kingdom,White,Worker,£20-30K,Leicestershire
9e69e136fae04b9bb4efa106b230421a,Female,02_Degree,65.0,Right handed,United States,White,Retired,,Not in the UK
753cdb3b-db2b-458b-907d-26cb286e3b6e,Male,02_Degree,57.0,Right handed,Kenya,Asian or Asian British,Worker,,
754d816d27604d6cbdded3de7d9252ab,Male,01_School,67.0,Right handed,United Kingdom,White,Retired,,Hampshire
ed1b57544f774cff83ebf3382cc9f9c1,Female,02_Degree,35.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,£70-80K,London
6aa2632b-7d0e-45cd-a1c4-171b8b688746,Male,02_Degree,64.0,Right handed,United Kingdom,White,Worker,,
6aa2632b-7d0e-45cd-a1c4-171b8b688746,Male,01_School,64.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
f6a08a5c20314f4da5cca042df276616,Female,01_School,59.0,Right handed,United Kingdom,White,Worker,,
164dbbe8008a4b06a16a66c179c6b8e3,Female,02_Degree,20.0,Right handed,United Kingdom,Asian or Asian British,Student,,
e87ee8d9f6dc4be8b9dba978a6f2014b,Female,01_School,72.0,Right handed,United Kingdom,White,Retired,,
2a27ccc4cf334342ad0dfc34039f1d21,Female,02_Degree,53.0,Right handed,United Kingdom,White,Worker,£80-90K,Cheshire
d7af4b8d4f14445ab43bac0a5e61b13f,Male,02_Degree,39.0,Right handed,United Kingdom,White,Worker,>100K,Not in the UK
832e6be1-b516-4e67-a022-ba88547e9727,Male,02_Degree,27.0,Right handed,United Kingdom,White,Worker,,
db31b32c-4e3c-4aa5-b42e-fcfd94ab363b,Male,01_School,76.0,Ambidextrous,United Kingdom,White,Retired,,
fbffb327-51c0-43a0-872a-1d882a8fb24f,Male,01_School,58.0,Right handed,United Kingdom,White,Worker,,
f744bb6bcdb5480f947bafff2272311f,Female,01_School,69.0,Right handed,United Kingdom,White,Retired,,Gloucestershire
b931dcd8a28d44569972a4081c928c5c,Male,01_School,50.0,Ambidextrous,United Kingdom,White,Worker,prefer not to say,North Ayrshire
2b15ee5d46cc4e81b960e15902f3172c,Male,02_Degree,34.0,Right handed,United Kingdom,White,Worker,£30-40K,Hampshire
75ff0e7c-55dd-444b-bf48-b189ac478628,Female,02_Degree,37.0,Right handed,United Kingdom,White,Worker,,
cfa2ae10978b4ce5a45398ce4cf8a76a,Male,01_School,51.0,Right handed,Australia,American Hispanic,Worker,,
85f50c0f-ca6a-4af7-aca7-3a181f86fe22,Female,01_School,71.0,Right handed,United Kingdom,White,Retired,,Devon
842651df-a62c-4af8-92be-654782c85d3d,Female,02_Degree,19.0,Right handed,United Kingdom,Asian or Asian British,Student,,
e9cb4b5ef391401ca18cd827b855845b,Female,02_Degree,45.0,Right handed,United Kingdom,White,Worker,£30-40K,Somerset
cb3d54a76a8b4e58a88b9b7ceaf7a7ba,Female,02_Degree,48.0,Left handed,United Kingdom,White,Worker,£50-60K,Aberdeenshire
920e863cc0c741c7997de868c0561665,Female,02_Degree,46.0,Right handed,United Kingdom,White,Worker,£20-30K,North Ayrshire
611b8180fa8e4cd4ada9bfee3bbdfba2,Male,02_Degree,60.0,Right handed,United Kingdom,White,Retired,,West Sussex
de57e5af4bb0442c8bdabf4c1d87acb7,Male,00_preGCSE,37.0,Right handed,United Kingdom,Asian or Asian British,Unknown,,Hertfordshire
c4b71c0b8c11481880c58b495b79cda7,Male,01_School,47.0,Left handed,United Kingdom,White,Worker,,
f0f95add-8c15-45d2-90fe-8025fdf2c69e,Female,02_Degree,30.0,Right handed,United Kingdom,White,Worker,£50-60K,Glamorgan
0c2f6cb3-f414-48c9-96cf-3754bd53fcb2,Male,01_School,59.0,Right handed,United Kingdom,White,Retired,,Cheshire
0febb6f21a8d4643b52fce396231d4be,Male,01_School,42.0,Right handed,United Kingdom,White,Worker,£40-50K,Essex
eff11f8ad4f742329ea95ba52822133b,Male,02_Degree,39.0,Left handed,United Kingdom,White,Worker,,
a2609205b9be40079e7a51dc28fae04b,Male,02_Degree,57.0,Right handed,United Kingdom,White,Worker,£30-40K,Midlothian
9aec6891-e83b-426e-a8b7-b263ef8b6278,Male,01_School,42.0,Right handed,United Kingdom,White,Worker,,
0f35f61096bd418696036da4c7556f0e,Male,02_Degree,43.0,Right handed,United Kingdom,White,Worker,>100K,London
0f35f61096bd418696036da4c7556f0e,Male,01_School,43.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
974cccadd60b4c258452e07e70bcdd25,Female,02_Degree,59.0,Right handed,United Kingdom,White,Worker,,
f2b31fd2-f81d-4da5-bb08-d4894ee052aa,Male,02_Degree,47.0,Left handed,United Kingdom,White,Worker,£40-50K,Lancashire
9e91205ef41240b69155274e5be00bf4,Male,02_Degree,41.0,Right handed,United Kingdom,White,Worker,£80-90K,Aberdeenshire
d9d06d7963a34e6b9633483fd94780b0,Female,02_Degree,51.0,Right handed,United Kingdom,White,Worker,,
87a837bde47548f18cbd8c7fcedbee09,Female,01_School,55.0,Left handed,United Kingdom,White,Worker,£40-50K,
21b40d24-90e2-41e4-814d-da34d7c4b870,Male,02_Degree,34.0,Right handed,United Kingdom,White,Worker,£40-50K,Essex
9f7822641d1a45bdacc25f8c6ebd6138,Male,02_Degree,48.0,Left handed,United Kingdom,White,Unemployed/Looking for work,,
71a903c904b842a794bab246bd0fbe23,Female,02_Degree,47.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,£20-30K,London
d9e24e2b2a35444b9152e42f55fe3809,Male,01_School,19.0,Right handed,United States,American Hispanic,Student,,Not in the UK
54f61cb5cc1945ff9ffde995d4552b9a,Female,02_Degree,82.0,Right handed,United Kingdom,White,Retired,,Kent
1b6aacc8e6b24705955b2a6c8a07a92d,Male,01_School,43.0,Right handed,United Kingdom,White,Worker,,Derbyshire
f4870256-1394-4e6f-b397-1b6f2ee333b6,Male,02_Degree,27.0,Right handed,United Kingdom,Asian or Asian British,Worker,,
c67cd89d-b1b3-4388-b55d-3c0f4b406883,Male,02_Degree,46.0,Right handed,United Kingdom,White,Worker,£60-70K,West Sussex
3ca9559a-9767-485b-847f-59523fd865f2,Male,02_Degree,19.0,Right handed,United Kingdom,White,Student,,
af55f19e8ce24693a8c8da2ca0a99b23,Male,02_Degree,73.0,Right handed,United Kingdom,White,Retired,,South Yorkshire
7483c9afad314135ae8887a52b16cd36,Male,00_preGCSE,30.0,Right handed,United Kingdom,White,Worker,,
24b137069c6e4a58a8a7136dd02623a6,Male,02_Degree,70.0,Right handed,United Kingdom,White,Retired,,London
14798d43a6664cbea105299d0d0fa306,Female,02_Degree,49.0,Right handed,United Kingdom,American Hispanic,Worker,,
b279f679-e596-4110-854e-2623dc141e02,Male,01_School,34.0,Right handed,United Kingdom,White,Worker,£80-90K,Dumfries and Galloway
cb0fda408580486da5868eeb43614781,Male,02_Degree,35.0,Right handed,United Kingdom,White,Worker,,
03251560974c460bb43bfa8a7ef29fe2,Male,02_Degree,71.0,Right handed,Canada,White,Retired,,
2377803d83014e548d0dece27c08abeb,Male,02_Degree,47.0,Right handed,France,Unknown,Worker,£20-30K,Essex
daac6c03a6cb4dea892737d927c97aeb,Male,,4.0,Ambidextrous,United Kingdom,White,,,
5c476af6-8ab2-410c-89e7-7042fa39c5a9,Male,03_PhD,35.0,Right handed,United Kingdom,White,Worker,,
6e205303bbc04ca69587abb45dc2e73d,Female,01_School,58.0,Left handed,United Kingdom,White,Worker,£30-40K,Worcestershire
3dacd5bac5dc484ba9716da43033b608,Male,02_Degree,43.0,Right handed,United Kingdom,White,Worker,£80-90K,Surrey
39c44ca1089d464c829bc7e2c43867b3,Male,01_School,51.0,Left handed,United Kingdom,White,Worker,,
913d79bf-ad9b-4e35-bcd7-2699784a9457,Male,02_Degree,23.0,Right handed,United Kingdom,Asian or Asian British,Worker,£40-50K,Surrey
50e08c20b2244f9ca781b897b3ba4a9a,Female,02_Degree,29.0,Right handed,Korea South,Unknown,Worker,,
aeddea940ec64c05b3267f8b5022ad71,Male,02_Degree,62.0,Right handed,United Kingdom,Mixed or multiple ethnic groups,Worker,prefer not to say,East Sussex
fca41196f0c44999935ffaca64bd05ff,Male,01_School,58.0,Right handed,United Kingdom,White,Worker,£40-50K,Worcestershire
516789dea8d94d89acb41b259c7a7a98,Male,01_School,36.0,Right handed,United Kingdom,Asian or Asian British,Worker,£50-60K,West Sussex
58d50bd478a04351b610796d6adedf60,Female,02_Degree,47.0,Right handed,Singapore,Asian or Asian British,Unemployed/Looking for work,,
ad35225e-1974-44f0-ac20-af3040de6e39,Female,02_Degree,23.0,Right handed,United Kingdom,White,Worker,£20-30K,Somerset
8ca2f91c71dd4b5c87030d885cce79a1,Male,01_School,21.0,Right handed,United Kingdom,White,Worker,£20-30K,Shropshire
37b81db9059a4db9b6bbf1e29f4ff0a4,Male,02_Degree,42.0,Ambidextrous,United Kingdom,White,Worker,,
daefd27825644347a00c69d60d19b50c,Male,02_Degree,62.0,Left handed,United Kingdom,White,Retired,,Wiltshire
235bdab74057463c917108f53e3553a2,Female,01_School,32.0,Right handed,United Kingdom,White,Homemaker,,East Lothian
5c86849551df4b7e9b2ac1bdd29d3f37,Male,01_School,18.0,Left handed,United Kingdom,White,Student,,Hampshire
52dde90e45f944de887cc493fa3b0542,Male,01_School,49.0,Right handed,United Kingdom,White,Worker,£20-30K,East Sussex
b66ead82fcbd4bdaa733b111225ab192,Female,03_PhD,49.0,Right handed,United Kingdom,Asian or Asian British,Worker,£80-90K,Surrey
6f635103826a4d9dbe4a8ecf5be674a5,Female,02_Degree,58.0,Right handed,United Kingdom,White,Worker,£20-30K,Kent
280cbe09ccfd42298469c50687e0026a,Female,02_Degree,20.0,Right handed,United Kingdom,White,Student,,West Sussex
97a5b8a703c84fc582eb83753bf676f8,Female,02_Degree,32.0,Right handed,United Kingdom,White,Worker,,
d3550774b3a641ca9a598f937a26e197,Male,01_School,60.0,Right handed,United Kingdom,White,Worker,,
bce6af77a83f4939ad21afa68a383baa,Male,01_School,56.0,Left handed,United Kingdom,White,Worker,£20-30K,Worcestershire
13c640faa158416e8b8645ed75179f01,Male,02_Degree,54.0,Left handed,United Kingdom,White,Worker,,
766d3796-1ff1-4337-9926-ebd068504b28,Male,01_School,48.0,Left handed,United Kingdom,White,Worker,£40-50K,West Midlands
942aa44c-f4f8-4554-94b8-8184abba8b0c,Male,02_Degree,28.0,Right handed,United Kingdom,White,Worker,,
4b2fbcdc808b4c3f8ca8738f4a6f5004,Male,02_Degree,20.0,Right handed,United Kingdom,White,Student,,Essex
5ad17a6c17d04740816f07915c24b2fb,Male,01_School,41.0,Right handed,United Kingdom,White,Unemployed/Looking for work,,Norfolk
8e81a21f-c1e4-4f74-9771-b0370c434b0b,Female,,13.0,Right handed,United Kingdom,White,,,
d8817c3bb2cc43cc926b56907ac27e8e,Male,01_School,67.0,Left handed,United Kingdom,White,Retired,,Cardiganshire
daf50add061c4beabac1424d7f60da36,Male,02_Degree,26.0,Right handed,United Kingdom,White,Student,,Suffolk
7b83582a0f7346b09e428e0b1bb2609f,Male,02_Degree,34.0,Right handed,United Kingdom,White,Worker,£10-20K,South Ayrshire
cf9983da-0e96-4640-9c81-cab0320af134,Male,02_Degree,64.0,Left handed,United Kingdom,American Hispanic,Retired,,
d69b3222df074eb78b945f84c95908c1,Male,01_School,21.0,Left handed,United Kingdom,Asian or Asian British,Unemployed/Looking for work,,Tyne and Wear
837a43e9c6c54d34a03e9eec436a64ec,Male,00_preGCSE,35.0,Right handed,United Kingdom,American Hispanic,Worker,£10-20K,West Sussex
b8bb0f625fc4431a80945ddc401bfca8,Female,02_Degree,44.0,Right handed,United Kingdom,White,Worker,,
0097798172ac4b59a00ecd3272aea6c8,Female,01_School,56.0,Right handed,United Kingdom,White,Disabled/Not applicable/Sheltered employment,,Perth and Kinross
