SummaryScore_SpatialSpan,RT_SpatialSpan,user_id,SummaryScore_targetDetection,RT_targetDetection,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,Residence,Language binary,Ethnicity,Sex,Education,Handedness,Occupation,Salary,timepoint_by_date,Age,Imputation,Device Summary,Normative,Age squared,Age decade
6.0,3868.0,b7773092bba64c039594a6b16d5786ee,69.0,1279.0,32,3552.0,United Kingdom,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,£0-10K,tp1,56.0,0,Apple Computer,0,3136.0,50
6.0,2542.0,031fc4c811b84b0999538de12de0bd20,52.0,1935.0,12,5641.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Ambidextrous,Worker,£20-30K,tp1,63.0,0,Apple tablet,0,3969.0,60
4.0,1980.0,3eb51534f2c24b0ca42512c4fd120880,70.0,1060.0,18,2198.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£10-20K,tp1,65.0,0,Apple phone,0,4225.0,60
5.0,5506.0,b846fb7eed194ddc8bb904485959afb1,30.0,1675.5,2,3101.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,63.0,0,Apple phone,0,3969.0,60
3.0,3588.0,29c0fa9d7609435a907d91866531cc7a,68.0,1498.0,6,4227.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£10-20K,tp1,62.0,0,Windows Computer,0,3844.0,60
7.0,3604.0,698a52e8-54d3-4094-abf2-ce61355f86b3,64.0,1842.5,28,3137.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£20-30K,tp1,66.0,0,Apple tablet,0,4356.0,60
6.0,2630.5,d769cae062ff4709b4cae8570f25c7f0,48.0,2118.0,22,3592.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£40-50K,tp1,62.0,0,Apple phone,0,3844.0,60
5.0,6040.0,1fa4c3996d904c98aa54ca7730fde9a7,62.0,2019.0,12,3684.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£10-20K,tp1,63.0,0,Windows Computer,0,3969.0,60
7.0,3986.0,4698326272d34447b9ffa507793cd579,54.0,1742.0,21,4362.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£90-100K,tp1,62.0,0,Apple Computer,0,3844.0,60
4.0,3783.0,5591d4958718499b96bb7f72b9cfca4e,55.0,1838.0,21,4145.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,64.0,0,Windows Computer,0,4096.0,60
4.0,7107.0,41c7ebae7f7142c9812f7948672a7185,69.0,1177.0,10,2673.0,Canada,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,68.0,0,Windows Computer,0,4624.0,60
5.0,5623.0,894d841f02344e60a67451e6a981632b,39.0,2136.5,-1,4266.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£20-30K,tp1,63.0,0,Android phone,0,3969.0,60
7.0,4622.0,f498280853364d38a757159392b8ede1,57.0,2438.0,28,3293.0,France,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£20-30K,tp1,63.0,0,Android phone,0,3969.0,60
4.0,2520.0,64b9b59c-a439-49fb-a01b-824d8edaee84,55.0,2022.5,18,5330.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£60-70K,tp1,65.0,0,Apple Computer,0,4225.0,60
7.0,2955.5,07e448dd74204281ac2f819d4367515d,64.0,2038.5,12,6416.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,61.0,0,Apple phone,0,3721.0,60
5.0,2886.0,a16fa19418664257a0c385e41a4f5539,46.0,1749.0,23,4929.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,64.0,0,Apple phone,0,4096.0,60
4.0,2719.5,f9629a9302e14571a0d1c23fbeaa2479,65.0,1300.0,41,2835.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,61.0,0,Apple phone,0,3721.0,60
7.0,5618.0,64a9b9df62b547db9b72f234f5a6f95a,28.0,2126.0,19,3276.5,United States,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£40-50K,tp1,62.0,0,Apple Computer,0,3844.0,60
5.0,4234.0,c06a3a5d4d6b43658bc56f297b61c1af,69.0,1294.0,17,3948.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£20-30K,tp1,61.0,0,Apple phone,0,3721.0,60
5.0,3107.0,c32ef1cf0eb14262ad114aa296dbd01e,61.0,1268.0,21,3278.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£80-90K,tp1,61.0,0,Apple phone,0,3721.0,60
5.0,4488.0,94545421971a414c9aec883a56aa7ca7,59.0,2015.5,26,4426.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£10-20K,tp1,63.0,0,Android phone,0,3969.0,60
6.0,4892.0,92eee9ca75a9487f9e6bcfaa45c5499c,49.0,2022.0,11,3045.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£60-70K,tp1,63.0,0,Apple Computer,0,3969.0,60
4.0,3904.0,7eb623cdcbc7434c90cdd49692b11992,52.0,2268.0,17,3223.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£20-30K,tp1,61.0,0,Apple tablet,0,3721.0,60
5.0,3390.0,38ee29e0a30842fabe7a853fc6db1dcf,67.0,1429.0,31,2545.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£40-50K,tp1,62.0,0,Android phone,0,3844.0,60
4.0,2195.5,b01a9b839d684e67a9deaf216c81bbc2,47.0,1846.0,19,3579.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£40-50K,tp1,66.0,0,Apple phone,0,4356.0,60
6.0,5549.5,bf479505604b4184aef62472c9c97421,70.0,1193.0,20,2996.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,62.0,0,Apple tablet,0,3844.0,60
6.0,3168.5,59b3d1fa1b9941a6ac57cba11e08379b,60.0,1721.5,27,3095.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£50-60K,tp1,61.0,0,Apple phone,0,3721.0,60
6.0,5505.0,085e0734e6d04ad5a09d3ea9556da962,56.0,2107.0,13,6162.5,United Kingdom,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£70-80K,tp1,62.0,0,Apple tablet,0,3844.0,60
4.0,4056.0,d89f9da6265b4b6886308d5d2025b541,45.0,2015.0,12,5568.0,United Kingdom,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,£0-10K,tp1,62.0,0,Apple phone,0,3844.0,60
6.0,3885.0,188c9393839342bdb3a0f33d5d306e92,53.0,2076.0,37,2618.0,Canada,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,>100K,tp1,64.0,0,Windows Computer,0,4096.0,60
5.0,4538.0,7531967f-018b-4b81-aae2-467f827acd3f,38.0,1791.5,19,4091.0,United Kingdom,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,£80-90K,tp1,62.0,0,Windows Computer,0,3844.0,60
5.0,4389.0,855e8ab0dfd64802a6f374fc84c4f8e8,56.0,2152.0,17,5725.0,United Kingdom,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,£50-60K,tp1,65.0,0,Windows Computer,0,4225.0,60
3.0,4453.0,b1279492-8d2b-450e-9995-63a600911b73,45.0,1764.0,1,4617.0,United Kingdom,Other,Asian or Asian British,Female,02_Degree,Right handed,Worker,£30-40K,tp1,61.0,0,Apple Computer,0,3721.0,60
4.0,2187.5,319b14d217ed4319ad445a29f53fa106,41.0,2045.0,15,5011.0,United Kingdom,English,Asian or Asian British,Female,02_Degree,Ambidextrous,Worker,£0-10K,tp1,72.0,0,Apple phone,0,5184.0,70
5.0,2834.0,86a8dc88-e118-4e71-86d2-ef3c106f88c6,63.0,1693.0,28,4189.0,United States,English,Asian or Asian British,Female,02_Degree,Right handed,Worker,£70-80K,tp1,71.0,0,Apple phone,0,5041.0,70
5.0,2710.0,8ea6dc5a091947448693f47660e34c65,52.0,1271.0,20,4457.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£30-40K,tp1,29.0,0,Android phone,0,841.0,20
7.0,2709.5,29cf56d4c2fa44cda87186ca8a18a382,70.0,1001.0,35,2182.5,United States,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£70-80K,tp1,30.0,0,Apple phone,0,900.0,20
4.0,1946.5,fe629dbd83724387b6b0c09a8008f1f1,71.0,940.0,35,2921.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£30-40K,tp1,29.0,0,Windows Computer,0,841.0,20
9.0,3771.5,48a84009-3f20-422d-b76f-14ff70a1b581,57.0,1794.0,30,1420.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,28.0,0,Apple phone,0,784.0,20
6.0,3475.0,283d615ac8dc497da087f63a2a31fd4f,42.0,1756.0,28,3448.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,28.0,0,Windows Computer,0,784.0,20
6.0,3370.0,8bdd764ec3e04c1289678a1facd00a04,56.0,2069.0,33,2553.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,29.0,0,Apple phone,0,841.0,20
6.0,2978.0,c1c0aa819b22404f95af88823290520d,69.0,1049.0,31,3059.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,28.0,0,Apple phone,0,784.0,20
8.0,3700.5,88430f38-b873-4f6b-9e1f-f46ea122277c,60.0,1383.5,30,2299.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,25.0,0,Apple phone,0,625.0,20
6.0,2331.0,9eac4dfe3f5a489ca699401403a5d0fd,64.0,1141.0,49,1682.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,28.0,0,Android phone,0,784.0,20
5.0,2764.0,417f316d6bb64647855b3e06de3dc3d4,71.0,818.0,26,3287.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,27.0,0,Android phone,0,729.0,20
8.0,4662.0,896042ea-1237-4c37-807f-d63261e5a05f,70.0,1045.0,31,2874.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,28.0,0,Android phone,0,784.0,20
6.0,4314.5,22ba5ba8-60d9-423c-881f-4fe50d44bc06,63.0,1570.0,10,3164.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,30.0,0,Apple Computer,0,900.0,20
8.0,2454.0,2edc2240c10f4339a16240218ffa1679,69.0,1088.0,35,2907.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,24.0,0,Android phone,0,576.0,20
6.0,3386.0,665283b1b13a4492ad121debf40e2eb6,69.0,1003.0,32,3290.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,30.0,0,Apple phone,0,900.0,20
6.0,7502.5,e3ddc232-7a2e-4d2c-afc4-16a1bea7bdf0,50.0,1722.0,26,4459.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,30.0,0,Apple Computer,0,900.0,20
7.0,6353.0,886acdb4356448b3b1aba4321ae5b207,66.0,1472.0,20,4328.0,Sweden,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,29.0,0,Apple phone,0,841.0,20
7.0,2564.0,709fab4bebca4607ab949c7600877810,49.0,1650.0,35,2673.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,30.0,0,Apple phone,0,900.0,20
7.0,3776.5,6473da2bffda43aaaa553edc5f52f7eb,64.0,1578.0,64,1683.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,30.0,0,Android phone,0,900.0,20
8.0,3557.5,cbe8c70f0c65442ea562351d57b57b37,52.0,1265.0,38,2443.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£90-100K,tp1,23.0,0,Apple phone,0,529.0,20
7.0,5504.0,09021d9bdc724b98be1e5b77fd5747e7,71.0,1200.0,23,4424.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,30.0,0,Windows Computer,0,900.0,20
6.0,2758.5,be496cd7dc4944448f69b47c9a47a533,61.0,1118.0,19,3536.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,25.0,0,Apple phone,0,625.0,20
6.0,3018.5,ba3e9806-85bd-4e4a-90c8-d4b2d19b7f39,68.0,1473.5,29,2999.5,Kuwait,Other,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£90-100K,tp1,28.0,0,Android phone,0,784.0,20
5.0,2356.0,0a3e3a12387c43368cbc844aa0def8d3,62.0,1183.0,37,2653.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,29.0,0,Apple tablet,0,841.0,20
6.0,4611.5,ffd1fedf80f144c1b45abbda6bd32af1,68.0,1194.5,38,2470.0,Germany,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,30.0,0,Windows Computer,0,900.0,20
6.0,3879.0,6c2db92a2d8d4eefac939f9fca5225a3,54.0,1140.0,6,2578.0,Romania,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,27.0,0,Android phone,0,729.0,20
7.0,2558.0,e3ac97e3576c4aa8929cda930a49d730,71.0,804.0,4,2778.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,27.0,0,Other,0,729.0,20
7.0,6814.0,9b0d8649760b4da393d06ae930e169cd,46.0,1854.0,31,3007.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,29.0,0,Windows Computer,0,841.0,20
5.0,4244.0,4d645ee76c0647499bfe3a09683b9de7,52.0,1990.0,27,4705.5,Brunei,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,28.0,0,Apple phone,0,784.0,20
6.0,5068.0,f36cb8a0-9ce9-4bbd-95ff-41238843c19c,48.0,1765.0,20,6065.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,29.0,0,Android phone,0,841.0,20
7.0,4853.0,74ad14db0d6c430ca71e396d223aa49f,71.0,734.0,17,3036.5,Israel,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,30.0,0,Windows Computer,0,900.0,20
6.0,3676.0,5bb051c944fe41e8bcb7435dedfb2b55,54.0,2046.0,17,6744.0,Andorra,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£80-90K,tp1,30.0,0,Apple phone,0,900.0,20
8.0,5900.0,863b08a4d295485386005138f5a08e2d,68.0,1066.0,35,3429.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,30.0,0,Windows Computer,0,900.0,20
7.0,2792.5,2e1e27ca14684bd98e7a619583692d6f,59.0,1453.0,28,3198.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,24.0,0,Android phone,0,576.0,20
6.0,2910.0,006606d2-27f1-412a-97d6-dacaa9a57b5c,66.0,1272.0,31,3318.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,27.0,0,Windows Computer,0,729.0,20
7.0,5396.0,3ece113076bc4c978513cf0a941cd30f,64.0,1275.0,28,3069.0,Singapore,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,30.0,0,Windows Computer,0,900.0,20
7.0,3049.0,f3f35e50-d9b6-4deb-9524-ffd8039b68a8,70.0,1011.0,28,2729.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,27.0,0,Apple Computer,0,729.0,20
8.0,3035.0,3060db4824774a8399a22d95f56910ff,68.0,891.5,17,3081.0,Singapore,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,29.0,0,Windows Computer,0,841.0,20
6.0,2895.5,908d139a31b14b8f823795fad084a850,56.0,1174.0,30,3322.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£60-70K,tp1,40.0,0,Apple phone,0,1600.0,30
5.0,4934.0,a71a27d169a141b69419323a890ca932,50.0,2116.0,18,4372.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£20-30K,tp1,33.0,0,Apple Computer,0,1089.0,30
6.0,3122.0,b2900f99af624167b2663be729a944b5,69.0,853.0,42,2508.0,Canada,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£50-60K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,3601.0,2caf081afdc14e208e2a179c9d7929c9,56.0,1805.0,34,2007.0,Singapore,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£40-50K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,3097.0,31b4935d47ad4f08972348afd9e9a633,64.0,1347.0,26,4115.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£40-50K,tp1,35.0,0,Apple phone,0,1225.0,30
5.0,3235.0,374db1bbeec941e6a6b5f5a5e7f0cf0d,50.0,1600.5,20,4438.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£40-50K,tp1,34.0,0,Apple tablet,0,1156.0,30
6.0,2114.0,90664a79171846769ece568fe11bd897,71.0,762.0,27,3642.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£20-30K,tp1,35.0,0,Apple phone,0,1225.0,30
7.0,3462.0,9de8c341db514b46a5c4f127ce89647c,69.0,1399.0,45,2390.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£50-60K,tp1,36.0,0,Windows Computer,0,1296.0,30
6.0,3689.0,6bcc0e51-b5b8-40de-a2de-f356d2d9a9c4,61.0,2053.5,58,1770.0,Singapore,English,Asian or Asian British,Female,03_PhD,Left handed,Worker,£40-50K,tp1,36.0,0,Android phone,0,1296.0,30
4.0,2671.0,3be2654c-af53-492e-b376-79ba3db19406,70.0,1154.5,34,3111.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£10-20K,tp1,31.0,0,Apple phone,0,961.0,30
7.0,2933.0,6dbe4242-c12b-4f10-99f9-decd46973586,56.0,1882.0,39,2398.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,35.0,0,Apple phone,0,1225.0,30
8.0,5185.0,1f5a0752e0ba4e068b4fb9c9094e1a87,63.0,1768.0,24,3569.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,31.0,0,Apple Computer,0,961.0,30
7.0,3402.0,8a7e4407c2d0418db1e301327fba7224,70.0,1113.0,48,2256.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,36.0,0,Android phone,0,1296.0,30
6.0,4347.0,abf7f52c-fa82-4185-a49a-adccdb47f950,69.0,1246.0,19,3826.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,35.0,0,Android phone,0,1225.0,30
7.0,3453.0,ae7af05ca2ec4518849ceb16c2daf108,67.0,1762.0,27,3627.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,39.0,0,Android phone,0,1521.0,30
8.0,3146.0,0c8edb41b145433cb305c4084480a3ab,66.0,1362.0,48,2590.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,40.0,0,Apple phone,0,1600.0,30
7.0,2619.0,2b2eee389e1f40128f7fcb6e1db627e9,69.0,1061.0,33,3436.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,31.0,0,Apple phone,0,961.0,30
7.0,8434.0,267d64bf6f694ebe89660781d3de1795,65.0,1172.0,19,5978.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,33.0,0,Apple tablet,0,1089.0,30
5.0,2699.0,28f7178a95164afc85da18117795dfe2,67.0,1663.0,48,2155.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,37.0,0,Windows Computer,0,1369.0,30
4.0,5876.0,9ba3da09cc214ce387f7f4afc7c0af1e,42.0,2522.0,38,3703.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,39.0,0,Apple Computer,0,1521.0,30
6.0,2400.0,a99e2fbc6a6a4ca4b7f1e5705b01b35e,68.0,1179.5,22,2751.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,40.0,0,Apple phone,0,1600.0,30
7.0,3880.0,26b4fa854d94472c8cdb1706f34ecd3e,53.0,1534.0,25,3399.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£70-80K,tp1,35.0,0,Apple phone,0,1225.0,30
6.0,2847.0,af4d2d89-b13f-4e41-a6aa-82cd5c1089aa,54.0,1901.0,31,3510.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,37.0,0,Windows Computer,0,1369.0,30
7.0,4880.5,97c7892a1b9d449aad2619869bb6d405,57.0,1531.0,29,3812.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,2386.0,c6ff61fc-e059-4ea0-b65d-350330d6b987,72.0,774.0,40,2604.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,32.0,0,Apple phone,0,1024.0,30
7.0,3423.0,c58c56d41a8a4b639081c9068949bf21,66.0,1435.0,24,3586.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£60-70K,tp1,31.0,0,Apple phone,0,961.0,30
6.0,2573.0,35fd698ce4034a128da7f10a95395f75,67.0,1001.0,27,2404.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,40.0,0,Apple phone,0,1600.0,30
5.0,4000.0,b5541446f80242a7b5d31862bb98a537,53.0,1534.0,38,3123.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,prefer not to say,tp1,38.0,0,Windows Computer,0,1444.0,30
8.0,3398.5,89e3c18267444095811b89174d16ef0f,63.0,1025.5,39,3065.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,37.0,0,Apple phone,0,1369.0,30
7.0,2271.0,0e9f776304c749bab70a49cfd6fb4388,64.0,1360.0,16,3717.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£80-90K,tp1,34.0,0,Apple phone,0,1156.0,30
6.0,4234.5,b05429ae-5628-46aa-bef7-343f59193b44,62.0,1296.0,27,3864.0,United States,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,31.0,0,Windows Computer,0,961.0,30
5.0,3752.0,a699ebc7ec8f46519d940f42949875ab,68.0,1302.0,20,4073.0,India,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£0-10K,tp1,39.0,0,Android phone,0,1521.0,30
6.0,2787.5,c6f2ba1e756344e09fd829a5cf3b4b87,71.0,1017.0,25,4378.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,38.0,0,Apple phone,0,1444.0,30
5.0,2765.0,15c757b6-a6d5-4172-8340-80d8016493a6,61.0,1743.0,21,3701.5,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£50-60K,tp1,39.0,0,Apple phone,0,1521.0,30
6.0,1924.0,39e19337b116408fa2dd1ccf09555eec,63.0,1203.5,19,3627.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,2193.5,6997f04b63f34325b360871cc2688d98,60.0,1041.5,24,4156.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
5.0,1990.0,b7a9baec92a34eab9cd84b337b5349e8,55.0,860.0,21,2401.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£20-30K,tp1,35.0,0,Apple phone,0,1225.0,30
7.0,3845.0,8eeeb1a916444d3798f070c0d4080b67,59.0,1677.0,30,3140.0,United Kingdom,English,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,38.0,0,Android phone,0,1444.0,30
6.0,3694.0,495253e5deac4c8b8cdeeaa20a2902a4,66.0,1117.0,31,3108.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£30-40K,tp1,39.0,0,Apple tablet,0,1521.0,30
6.0,2946.0,e5f19f161fbe4705acff340cd746c919,63.0,1384.0,31,3587.5,Canada,Other,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£70-80K,tp1,34.0,0,Android phone,0,1156.0,30
6.0,4988.0,16cc29d2712443a8be50367f2655dd55,52.0,1202.5,27,3742.0,United States,Other,Asian or Asian British,Female,03_PhD,Ambidextrous,Worker,£40-50K,tp1,39.0,0,Apple phone,0,1521.0,30
7.0,3691.0,68108bab2cf9419bb455eab160ebe25f,69.0,1514.0,30,2784.0,Australia,Other,Asian or Asian British,Female,03_PhD,Left handed,Worker,£60-70K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,2888.0,cf2618c856af4940be7c41c6a5bd0f7a,65.0,1012.0,37,2536.0,United States,Other,Asian or Asian British,Female,03_PhD,Left handed,Worker,£90-100K,tp1,33.0,0,Linux computer,0,1089.0,30
8.0,5190.0,0ab47fa19ebd42a5b35d787c048956ba,65.0,1045.0,38,2713.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Left handed,Worker,£50-60K,tp1,39.0,0,Windows Computer,0,1521.0,30
6.0,4004.0,6178dd3a5b0040b98f56cc2fe093e05b,53.0,2587.0,35,3493.0,United States,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£40-50K,tp1,36.0,0,Windows Computer,0,1296.0,30
7.0,4461.0,d2fc3c23c50e4619b9c8aeac4855f354,68.0,1605.0,31,2816.5,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,>100K,tp1,38.0,0,Windows Computer,0,1444.0,30
5.0,5430.0,88aa026c-7934-43c1-8633-2813c820ef59,58.0,1387.0,15,4478.0,China,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,39.0,0,Windows Computer,0,1521.0,30
7.0,2774.5,24835625-f54e-4ff3-b625-c083fca383c2,70.0,917.0,12,5109.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
8.0,5833.5,e0122cc747434c24a99a530ed16e23dd,56.0,1134.0,33,3361.0,United Kingdom,Other,Asian or Asian British,Female,03_PhD,Right handed,Worker,£70-80K,tp1,31.0,0,Linux computer,0,961.0,30
